"n","member_id","member_name","current_DOIs","current_DOIs_abstracts","current_journal_articles","current_journal_articles_abstracts"
"3784","10672","Revista de Economia e Agronegocio - REA","57","0.789473712444305","51","0.882352948188782"
"3785","10698","Vietnam National University Journal of Science","1520","0.859868407249451","1520","0.859868407249451"
"3786","10707","ECS Publications","1","0",NA,NA
"3787","10730","Badan Litbang Perhubungan","458","0.943231463432312","458","0.943231463432312"
"3788","10731","International Association for Fuzzy Sets Management and Economy (SIGEF)","15","0","15","0"
"3789","10738","Farol -Revista de Estudos Organizacionais e Sociedade","0","0",NA,NA
"3790","10744","Institute of Humanities and Social Sciences","11","0","11","0"
"3791","10755","S.C.  JURNALUL PENTRU MEDICINA SI VIATA S.R.L","30","0.400000005960464","30","0.400000005960464"
"3792","10772","Silesian University in Opava","130","0","130","0"
"3793","10776","KSPU named after V.P. Astafiev","191","0","179","0"
"3794","10847","Redshine Publication","7","0","7","0"
"3795","10857","Gumushane Universitesi Ilahiyat Fakultesi Dergisi (GIFAD)","11","0","11","0"
"3796","10883","Insight Turkey/SETA Vakfi","153","0","140","0"
"3797","10908","Korean Association of Criminal Psychology","101","0","92","0"
"3798","10913","Tip Egitimi Dunyasi","59","0","59","0"
"3799","10979","International Healthcare Research Journal","195","0.846153855323792","192","0.859375"
"3800","11045","American Institute of the History of Pharmacy","118","0","118","0"
"3801","11070","Faculty of Education, University of Ljubljana","87","0.70114940404892","79","0.77215188741684"
"3802","11075","International Journal of Advances in Applied Mathematics and Mechanics (IJAAMM)","0","0",NA,NA
"3803","11104","Istanbul Universitesi Iktisat Fakultesi Mecmuasi","4","0","4","0"
"3804","11160","Diyala Journal of Medicine","121","0","121","0"
"3805","11169","Revista REAMEC","84","1","84","1"
"3806","11188","Petru Major University of Tirgu-Mures","8","0","8","0"
"3807","11202","Asociatia Bibliotecarilor din Romania /ABR, Romanian Library Association","41","0","31","0"
"3808","11254","Journal of Holistic Performance","4","0","4","0"
"3809","11265","Extension Education Society","80","0","80","0"
"3810","11284","Gazi Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi","6","0","6","0"
"3811","11286","ABA Espana","30","0",NA,NA
"3812","11311","Private Publisher Chaban O.S.","89","0.988764047622681","89","0.988764047622681"
"3813","11368","University of Pitesti","29","0","29","0"
"3814","11421","Faculty of Economic Engineering","14","0","12","0"
"3815","11478","Iraqi Journal of Market Research and Consumer Protection","34","0","34","0"
"3816","11491","Omer Halisdemir Universitesi Muhendislik Bilimleri Dergisi","315","0","315","0"
"3817","11543","The Association for Korean Modern and Contemporary History","70","0","70","0"
"3818","11545","EasyChair","617","1",NA,NA
"3819","11562","Standard Analytics IO","22","0","22","0"
"3820","11582","BioAxis DNA Research Centre","572","0","572","0"
"3821","11729","Korean Accounting Information Association","176","0","176","0"
"3822","11745","Northern California Open Access Publications","325","0","289","0"
"3823","11768","Associacao Instituto Tecnologico Vale","16","0",NA,NA
"3824","11783","INNOPRO","79","0","79","0"
"3825","11787","International Journal of Perceptions in Public Health","26","0","22","0"
"3826","11813","Techna Group srl","28","0","28","0"
"3827","11844","Revista Mexicana de Ciencias Forestales","497","1","497","1"
"3828","11883","Biodimension","6","0","6","0"
"3829","11931","Apeejay Journal of Management  Technical Campus","7","0","7","0"
"3830","11996","Association of Metallurgical Engineers of Serbia","74","1","74","1"
"3831","11999","Universidad Americana","56","0","51","0"
"3832","12317","Thai Association for the Study of the Liver","50","0.980000019073486","49","1"
"3833","16059","Research Parks Publishing","0","0",NA,NA
"3834","16855","The Poputation Association of Korea","28","0","28","0"
"3835","10515","Russian Internet Publishing House","106","0","94","0"
"3836","16764","College of Optometrists in Vision Development","42","1","42","1"
"3837","16150","Mississippi Academy of Sciences","0","0",NA,NA
"3838","16845","INSPI","0","0",NA,NA
"3839","9151","Credo, Ltd.","240","0.791666686534882","196","0.969387769699097"
"3840","16709","Pusat Penelitian dan Pengembangan Perumahan dan Permukiman","0","0",NA,NA
"3841","16937","Redaction of Journal Public Policy","0","0",NA,NA
"3842","17163","Croatian Society for Geometry and Graphics","13","1","13","1"
"3843","17187","LPPM STIE Muhammadiyah Bandung","44","1","44","1"
"3844","17374","The Korean Society for Early Childhood Teacher Education","95","0","95","0"
"3845","16662","Universidad Adventista de Bolivia","0","0",NA,NA
"3846","17301","4ID","0","0",NA,NA
"3847","17582","Tata Institute of Social Sciences TISS","74","0","74","0"
"3848","14073","University of Missouri Libraries","77","0","73","0"
"3849","17541","Academic Research Centre","10","0.200000002980232","9","0.222222223877907"
"3850","17674","Universitas Islam Kadiri","94","0.893617033958435","84","1"
"3851","17756","Hadmernok","0","0",NA,NA
"3852","17831","Universitas Masoem","41","0.853658556938171","35","1"
"3853","17855","Badan Perencananaan Pembangunan Daerah Penelitian dan Pengembangan Kabupaten Sragen","52","0.846153855323792","45","0.977777779102325"
"3854","17372","MAGGIOLI S.p.A.","84","0","80","0"
"3855","17832","AEE INTEC","54","0",NA,NA
"3856","17632","Institute of History, Archeology and Ethnography","147","0.884353756904602","147","0.884353756904602"
"3857","17837","Archives of Breast Cancer","37","1","37","1"
"3858","17934","Autonomous University of Yucatan","45","0.955555558204651","45","0.955555558204651"
"3859","17970","Social Science and Business Research Network","46","0.652173936367035","46","0.652173936367035"
"3860","18088","Korean Tourism Industry Research Association","131","0","131","0"
"3861","17910","Cuadernos de Economia","76","0.5","70","0.54285717010498"
"3862","18002","Al-Mustansiriyah University - College of Dentistry","15","0.933333337306976","14","1"
"3863","18211","Alta Astra LLC","45","0","45","0"
"3864","17017","Institute of Applied Astronomy of the Russian Academy of Sciences","99","0","99","0"
"3865","18274","Ministry of Education of Azerbaijan Republic","0","0",NA,NA
"3866","18276","Institute of Animal Science of the National Academy of Agrarian Sciences of Ukraine","44","0","42","0"
"3867","18277","Josip Juraj Strossmayer University of Osijek - Faculty of Education","14","1","14","1"
"3868","18208","Luqman Publishers","10","0","9","0"
"3869","18313","Ulyanovsk State Pedagogical University","79","0","78","0"
"3870","7687","Lehigh University","0","0",NA,NA
"3871","18566","Journal of ICT - Design - Engineering and Technological Science","5","0","5","0"
"3872","18628","National Research Center for Radiation Medicine of the NAMS of Ukraine","48","0","46","0"
"3873","17189","Institut Seni Indonesia Surakarta","128","0.984375","126","1"
"3874","1726","Bernoulli Society for Mathematical Statistics and Probability","380","0","380","0"
"3875","18329","Universitas Widyatama","46","1","46","1"
"3876","18860","FSSI FRC BST RAS","0","0",NA,NA
"3877","4406","Korean Society of Biological Nursing Science","92","0","87","0"
"3878","18757","Istanbul Kultur University","25","1","25","1"
"3879","18935","Temenos","0","0",NA,NA
"3880","18937","Kasvatus","0","0",NA,NA
"3881","18945","Prologi","0","0",NA,NA
"3882","18951","Arctos","0","0",NA,NA
"3883","19033","MOLESTO: Edebiyat Arastirmalari Dergisi","24","0","24","0"
"3884","19034","Kocaeli Universitesi Egitim Dergisi","16","0","16","0"
"3885","1218","American Society of Ichthyologists and Herpetologists (ASIH)","236","0","236","0"
"3886","18824","St. Elizabeth University of Health and Social Science","0","0",NA,NA
"3887","18985","Gordon College of Education","9","1","9","1"
"3888","18988","SciVision Publishers LLC","662","0","662","0"
"3889","19007","North American Business Press","1280","0.01953125","1170","0.021367521956563"
"3890","19060","Communications in Advanced Mathematical Sciences","38","0","38","0"
"3891","19068","Kahramanmaras Sutcu Imam Universitesi Sosyal Bilimler Dergisi","36","0","36","0"
"3892","19117","CBU Beden Egitimi ve Spor Bilimleri Dergisi","28","0","28","0"
"3893","19128","Dong-Eui University Institute of Local Autonomy","0","0",NA,NA
"3894","19139","Universitas Ma Chung","32","0.84375","27","1"
"3895","19141","LP2M IAIN Ambon","105","0.685714304447174","95","0.75789475440979"
"3896","19179","The Institute of Cost Accountants of India","78","0","78","0"
"3897","19188","The Institute for Buddhist Study, Joong-Ang Sangha University","15","0","15","0"
"3898","19196","Institute of Humanities Research SCNU","4","0","4","0"
"3899","18755","The British Association for Korean Studies","28","1","28","1"
"3900","18915","Campinvest Kft.","5","0","5","0"
"3901","18986","Hellenic Society of Obstetrics and Gynecology","0","0",NA,NA
"3902","18990","Universitas Negeri Semarang - Departmant of Guidance and Counseling","0","0",NA,NA
"3903","19169","Institute of Physiology of the Czech Academy of Sciences","201","1","201","1"
"3904","19205","Centre for Security Governance","0","0",NA,NA
"3905","19212","Chonnam Research Institute of Nursing Science","0","0",NA,NA
"3906","19172","Jordan Engineers Association","0","0",NA,NA
"3907","18527","MedDocs Publishers LLC","167","0","166","0"
"3908","19290","Korean Chinese Relations Institute","71","0","64","0"
"3909","19158","Front Science Inc.","2","0.5","1","1"
"3910","19173","Viguera Editores SLU","741","0.00134952762164176","741","0.00134952762164176"
"3911","19345","AMED iD3 Catalyst Unit","9","0","9","0"
"3912","19305","Edittec","0","0",NA,NA
"3913","19365","Izdatelstvo PGS","64","0.90625","58","1"
"3914","19367","Farwater LLC","80","0.949999988079071","76","1"
"3915","19369","Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Bim","118","0.855932176113129","101","1"
"3916","19379","Faculdade de Tecnologia de Sertaozinho","0","0",NA,NA
"3917","19398","Universidade de Vigo - UVigo","0","0",NA,NA
"3918","19415","HB Press STIKes Husada Borneo","18","0.888888895511627","16","1"
"3919","19416","Politeknik Medica Farma Husada Mataram","0","0",NA,NA
"3920","19418","Universitas Nurul Jadid","145","0.875862061977386","127","1"
"3921","19420","Masyarakat Pernaskahan Nusantara","0","0",NA,NA
"3922","19422","Electronic Scientists and Engineers Society","17","0","17","0"
"3923","19429","Fondazione CUEIM","0","0",NA,NA
"3924","18777","Scion","52","0.15384615957737","52","0.15384615957737"
"3925","19040","Scuola Universitaria Professionale Della Svizzera Italiana -D. Formazione E Apprendimento","55","0","50","0"
"3926","19452","Dil Dergisi","31","0","31","0"
"3927","18638","Raffles Connect Pte Ltd","0","0",NA,NA
"3928","19467","TU1208 GPR Association","5","0","5","0"
"3929","19490","Dokuz Eylul Universitesi Hukuk Fakultesi Dergisi","10","0","10","0"
"3930","19493","Ictimaiyat","19","0","19","0"
"3931","19494","Korea Institute for National Unification","20","0","20","0"
"3932","19505","Uluslararasi Yonetim Akademisi Dergisi","32","0","32","0"
"3933","19506","Bilgi Yonetimi","14","0","14","0"
"3934","19509","Yuzuncu Yil Universitesi Egitim Fakultesi Dergisi","0","0",NA,NA
"3935","19510","R&S - Research Studies Anatolia Journal","70","0","70","0"
"3936","19301","Sociedad Peruana de Odontopediatria","126","0.89682537317276","113","1"
"3937","19543","International Scientific-Pedagogical Organization of Philologists - WEST-EAST","51","0","51","0"
"3938","19552","Fakultas Hukum Universitas Negeri Gorontalo","12","0.833333313465118","10","1"
"3939","19555","LPSDI Bina Patria","71","0.845070421695709","60","1"
"3940","18690","Joklarannsoknafelag Islands","0","0",NA,NA
"3941","19310","Universidad Estatal de Bolivar","20","0","19","0"
"3942","19485","Al-Qadisyiah Uni - Al-Qadisiyah Journal For Agriculture Sciences - QJAS","9","1","9","1"
"3943","19486","Mecon Publications Association","30","0.366666674613953","24","0.458333343267441"
"3944","19568","Journal of Universal Mathematics","16","0","16","0"
"3945","19574","e-Current Science","92","0","92","0"
"3946","19584","Korea Convergence Security Association","37","0","35","0"
"3947","19626","Muhakeme Dergisi","20","0","20","0"
"3948","19627","Egyptian Journal of Legal and Economic Studies","52","0","52","0"
"3949","19633","Private Enterprise PIIR","33","0.969696998596191","32","1"
"3950","19634","Seminar Nasional Struktural","38","0",NA,NA
"3951","19637","International Econometric Review","14","0","14","0"
"3952","19350","FISIP UPN Veteran Jakarta","21","0.952380955219269","20","1"
"3953","19393","Perdoski","72","1","72","1"
"3954","19632","The Arab Institution for Education, Science and Arts","164","0","164","0"
"3955","19690","Russian Research Institute of Economics - Politics and Law in Science and Technology","12","0","10","0"
"3956","19771","Centro Universitario Luterano de Palmas","56","0.892857134342194","50","1"
"3957","19319","JIRIRI","0","0",NA,NA
"3958","19786","Gazdasag es Penzugy","17","0","17","0"
"3959","19788","Periodontal Association - RPA","102","0.794117629528046","96","0.84375"
"3960","19667","Publishing House Hileya","165","0.896969676017761","149","0.993288576602936"
"3961","19801","Institute of Industrial and Business Management of Kyungnam University","14","0","14","0"
"3962","19249","FSBSI FRC AESDRA VNIIESH","313","0","313","0"
"3963","3209","Museum National d'Histoire Naturelle, Paris, France","457","0","457","0"
"3964","19371","Limited Liability Company Publishing Service Internauka","0","0",NA,NA
"3965","19927","Chernivtsi Institute of Trade and Economics of Kyiv National University of Trade and Economics","25","0","24","0"
"3966","19931","Pakistan Journal of Biotechnology - PJBT","16","0","14","0"
